RD;SECTION;TMJA_S1;TMJA_S2;TMJA_S3;TMJO_S1;TMJO_S2;TMJO_S3;T_HPM_S1;HPM_S1;T_HPS_S1;HPS_S1;T_HPM_S2;HPM_S2;T_HPS_S2;HPS_S2;SENS1_DE;SENS1_VERS;SENS2_DE;SENS2_VERS;COMMUNE_COMPTEUR;TMJA_AA;TYPE_COMPTAGE;PERIODICITE;ANNEE_COMPTAGE;MOIS_COMPTAGE;TYPE_DU_COMPTEUR;st_length_;Geo Point;Geo Shape;ID
D5;260;4973;4231;9204;5369;4535;9904;686;09:00;392;19:00;273;09:00;453;19:00;Saint-Cloud;La Défense;La Défense;Saint-Cloud;SURESNES;9204 (14);TOURNANT;TRIENNALE;2014;JUIN;TUBES;1293.7603;48.865553033,2.21485730896;"{""coordinates"": [[[2.212735827637529, 48.86170707633249], [2.212819732864366, 48.861747200065096], [2.21287361284964, 48.86178982445906], [2.212892068267434, 48.86183131613499], [2.212896605691444, 48.86207237548937], [2.212898541940776, 48.862395258417784], [2.212867433436025, 48.86255963669082], [2.21283066494833, 48.86264753273016], [2.212760776499308, 48.86276219062036], [2.212675936270149, 48.862874052615304], [2.212532024146443, 48.863016104216385], [2.212480995728366, 48.86305534056857], [2.212373717676818, 48.86311848948388]], [[2.212373717676818, 48.86311848948388], [2.212364731646758, 48.86299162019945], [2.212426461863393, 48.861973949871285], [2.212407458214227, 48.86187849270576], [2.212397832240375, 48.86179388918469]], [[2.212373717676818, 48.86311848948388], [2.21230253255319, 48.863228641494565], [2.212248410924061, 48.8632921398068], [2.212224492563073, 48.86334144726404], [2.212275401420694, 48.86340024070312], [2.212461266139312, 48.86354895898786], [2.212749401601529, 48.86378558811483], [2.213654223738026, 48.86452811197378], [2.21375924971796, 48.86461424143503], [2.213986806955975, 48.86480100377516], [2.214573957183546, 48.865277921413046], [2.214604928143886, 48.865303306394146], [2.215232344791882, 48.86582275383335], [2.215322518236066, 48.86589979066242], [2.215574390623925, 48.866101999035806], [2.215915023651578, 48.8663848300388], [2.216332450204778, 48.86672842025781], [2.216557338623935, 48.866912462019435], [2.21661904094584, 48.8669794183432], [2.216728583107293, 48.86712852898427], [2.216939423329699, 48.867431193250845], [2.217015497122406, 48.867539614311475], [2.21733730461961, 48.8679877994478], [2.217434501651366, 48.86814222506463], [2.217486190897143, 48.86824059255733], [2.217496970157043, 48.868521261381964], [2.217496726770985, 48.868537448829116], [2.217494630174748, 48.868949339785416], [2.217499094956307, 48.86910585609745]], [[2.217499094956307, 48.86910585609745], [2.217529785600217, 48.869150125480445], [2.217545047221252, 48.86931390815904], [2.217544788319543, 48.86951266333019], [2.217544651828812, 48.86961249143752], [2.217552155361502, 48.86974834257275], [2.217567688730161, 48.869803304605696], [2.217634145269188, 48.86991705766236]], [[2.217499094956307, 48.86910585609745], [2.21746701292694, 48.86915421152993], [2.217447629066429, 48.86935554097804], [2.217451850331831, 48.86952824472827], [2.217454130389128, 48.869648772394434], [2.217464575241689, 48.869770254027145], [2.217470404705727, 48.86983594491514], [2.217483373518217, 48.869880098285584]]], ""type"": ""MultiLineString""}";260_2014
D6;300;5563;8572;14135;5991;9209;15200;336;09:00;432;18:00;610;08:00;639;18:00;Paris;Province;Province;Paris;COURBEVOIE;14135 (12);TOURNANT;TRIENNALE;2012;MARS;TUBES;332.8061;48.8910277827,2.25507628888;"{""coordinates"": [[[2.256095561359303, 48.88995858883568], [2.256078234235154, 48.890025931665996], [2.256044387724681, 48.89010396338529], [2.255968858024362, 48.89023569583548], [2.25596979838383, 48.89026538004539]], [[2.256259736609637, 48.890113394929195], [2.256020319643888, 48.89026119727694], [2.25596979838383, 48.89026538004539]], [[2.25596979838383, 48.89026538004539], [2.25563842014182, 48.89054930808495], [2.255487769273731, 48.8906886673982], [2.255163385986198, 48.8909600477041], [2.255102635929478, 48.8910118305948], [2.254368209189532, 48.89163049775539], [2.253731494323272, 48.89218681492851]]], ""type"": ""MultiLineString""}";300_2012
D906;15;17329;9910;27239;18639;10616;29255;1467;09:00;1566;18:00;759;08:00;776;19:00;Clamart;Province;Clamart;Châtillon;CLAMART;27239 (13);TOURNANT;TRIENNALE;2013;SEPTEMBRE;TUBES;1608.9566;48.7775632348,2.23265374335;"{""coordinates"": [[[2.228919195403268, 48.77443355574137], [2.228867383207631, 48.77490092467705], [2.228843438080833, 48.77514001796628], [2.228831320681391, 48.77531532848446], [2.228818659591828, 48.77552751152977], [2.22883443561882, 48.77565713151668], [2.228868192630226, 48.77576707925667], [2.228910380241707, 48.775859093821246], [2.228963519174629, 48.77594668062255], [2.2290397386056, 48.77603801523969], [2.229147147040174, 48.776136745860555], [2.229261494348487, 48.776226526710374], [2.229358629696508, 48.77628381794583], [2.229445038011101, 48.77633024579466], [2.229550510151058, 48.776375897606194], [2.229657370713868, 48.77641975902591], [2.229791458825486, 48.776462896380956], [2.229951335188348, 48.77651069784287], [2.230423975378693, 48.77666664589364], [2.230597140426604, 48.77673611725548], [2.230683618249268, 48.776778047858485], [2.230786198774592, 48.77683537253781], [2.23088568724366, 48.776917860997315], [2.231009483829231, 48.777013097658475], [2.231246023949854, 48.77712255124082], [2.231322606386262, 48.77718960149798]], [[2.228786425092406, 48.77448576481737], [2.228746507337178, 48.774884853725524], [2.228722575465484, 48.77512304772951], [2.228698899997784, 48.77543589606374], [2.228702694673755, 48.77554745034577], [2.228722458125678, 48.77568339169993], [2.228757655725913, 48.775787952128596], [2.228786607957715, 48.775854696874724], [2.228843683192804, 48.77595220394815], [2.228902332247807, 48.77603532920741], [2.228957245413506, 48.77609504617278], [2.229035051066537, 48.776171100636006], [2.229118472217221, 48.77623549754519], [2.22918851150605, 48.77628451918092], [2.229285634443779, 48.77634270884802], [2.229377432688035, 48.776392769427396], [2.229484240602395, 48.77644022896736], [2.229700734442254, 48.77652437211128], [2.229806142282627, 48.7765745200168], [2.229940900983671, 48.77666443254326], [2.230034786447117, 48.77675767822254], [2.230133216687841, 48.776819474232155], [2.230245256118506, 48.77688135686457], [2.230300688123564, 48.776905998280284], [2.230362765898061, 48.77694147643555], [2.230530555555204, 48.77700641600582], [2.230784744117177, 48.777118682336564], [2.231171602875216, 48.77718593145004], [2.231322606386262, 48.77718960149798]], [[2.231322606386262, 48.77718960149798], [2.231471401645671, 48.77725082054553], [2.231725752004162, 48.777352292718994], [2.233453207672754, 48.77805954460249], [2.234397589180444, 48.77843616409602]], [[2.234397589180444, 48.77843616409602], [2.23450218453261, 48.7784494260661], [2.235250026423605, 48.77867997141781], [2.23539081082918, 48.77873124000679], [2.23545297261564, 48.77876131891207], [2.235906273039289, 48.77903224773681], [2.23594247435594, 48.7790693556871]], [[2.234397589180444, 48.77843616409602], [2.23447026606545, 48.7784914945919], [2.235093763449374, 48.77875632108178], [2.235242462364111, 48.778824730247514], [2.235409009518766, 48.77888245950463], [2.235871713483124, 48.77906890296266], [2.23594247435594, 48.7790693556871]], [[2.239135152715246, 48.780379504616576], [2.238976932512753, 48.78031014083312], [2.238434232239704, 48.78010161415928], [2.238033831133588, 48.77993446647102], [2.236901480800938, 48.77947213099105], [2.23594247435594, 48.7790693556871]]], ""type"": ""MultiLineString""}";15_2013
D182A;103;7702;5424;13126;8159;5669;13828;0;;0;;0;;0;;Vaucresson;Province;Vaucresson;A 13;VAUCRESSON;13126 (12);SITER;ANNUELLE;2012;365J;BOUCLES;502.818;48.8328084544,2.15030881097;"{""coordinates"": [[[2.153132175412264, 48.83267644914843], [2.153079711173306, 48.832719248962704], [2.152997834510728, 48.83272766283515], [2.152725221897891, 48.832736524955834], [2.152493519908976, 48.83274297730608], [2.152451656559852, 48.8327201965128]], [[2.152451656559852, 48.8327201965128], [2.152774096546074, 48.83266312071563], [2.152824702422261, 48.83265088818261], [2.152945086128955, 48.83262026158929], [2.153057179458685, 48.832596772260835]], [[2.152451656559852, 48.8327201965128], [2.151797369920909, 48.832742539799554], [2.151615995690935, 48.832753844910165], [2.151540869810645, 48.832765903184836], [2.151389448309095, 48.832778320211425], [2.15108124391401, 48.8327977179433], [2.150387451276565, 48.8328197732424], [2.14973727928941, 48.83284033651104], [2.14941562758818, 48.832848841658986], [2.148884037577083, 48.832865746260275], [2.148776365758738, 48.832868577249485], [2.148049880065761, 48.83289038632899], [2.147919021397072, 48.83289485063065], [2.147377881563965, 48.83291257956558], [2.146976973335243, 48.832952302271494]]], ""type"": ""MultiLineString""}";103_2012
D9;380;10474;6454;16928;11805;7189;18994;550;08:00;992;18:00;608;08:00;454;18:00;La Défense;Saint-Denis;Saint-Denis;La Défense;COURBEVOIE;16928 (12);TOURNANT;TRIENNALE;2012;MARS;TUBES;1104.6968;48.8963787965,2.25318002769;"{""coordinates"": [[[2.250057627748773, 48.895092985215925], [2.250211045284975, 48.89523693861197], [2.250290281465591, 48.895322871866654], [2.250379076964, 48.89540796436963], [2.250827356634046, 48.89572463579906], [2.251768432468524, 48.896203565810055], [2.252252464272162, 48.89640624089661], [2.252636889332872, 48.89651655931344], [2.252736142411513, 48.89653876244287], [2.252834030327953, 48.89656095752632], [2.252960469939504, 48.896589625046744], [2.253194876092676, 48.896603677973836], [2.253813403418258, 48.89665429909347], [2.254237116440385, 48.89668841412921], [2.254779320597645, 48.896734957197175], [2.255395162144798, 48.89678285530365], [2.255626828752833, 48.896797784888406], [2.255779710762968, 48.896789742054864], [2.255887663387766, 48.896776023426696], [2.256085848244058, 48.896652248663464], [2.25621798649015, 48.896568532349484], [2.256311680793005, 48.89650256419622], [2.256405143936697, 48.896452781632505], [2.25658523556607, 48.89635407418416]], [[2.249967968186942, 48.895162571064255], [2.25013268556947, 48.89527961625571], [2.250217479378238, 48.89535838925987], [2.250310342145873, 48.89544530607842], [2.250570805948865, 48.89563849319058], [2.250766725460708, 48.89576742383472], [2.251718622445857, 48.89625271822676], [2.252209434972444, 48.896458132872645], [2.252604719001399, 48.8965721174702], [2.252767881300155, 48.89660820928142], [2.252804575888751, 48.89661743179947], [2.252943265064746, 48.89664797480867], [2.25318585478171, 48.89666207815284], [2.253813903188927, 48.896714556997125], [2.254237618071891, 48.89674867293877], [2.25476893721858, 48.89679334957059], [2.255384779487614, 48.89684124683298], [2.255625966813068, 48.89685803486445], [2.255791164105737, 48.89684737002723], [2.255950917780929, 48.8968357722372], [2.256120089030965, 48.896833225738945], [2.256376550331769, 48.89683122121591], [2.256536624114272, 48.8967971412708]]], ""type"": ""MultiLineString""}";380_2012
D50;110;4768;7666;12434;5210;8613;13823;310;10:00;381;19:00;549;09:00;653;19:00;Vanves;Boulogne-Billancourt;Vanves;Malakoff;VANVES;12434 (14);SITER;ANNUELLE;2014;365J;BOUCLES;1622.3622;48.8225653188,2.28573222145;"{""coordinates"": [[[2.290978870234197, 48.82037733111603], [2.290964799188489, 48.82041052446478], [2.290945391256273, 48.82043559261976], [2.290887616274218, 48.8204775205997], [2.290824677011463, 48.82049873273723], [2.29078236032471, 48.820505677207386], [2.29075374813381, 48.82050640632514], [2.290718363661643, 48.82050439832569], [2.290683027379412, 48.8204987923471], [2.290650452912715, 48.820490504475124], [2.290619312547394, 48.82047682849448], [2.290583511738455, 48.82050539639692], [2.290450601430666, 48.82056396775225], [2.289845940650165, 48.82075914240807], [2.289517455891445, 48.8208768097476], [2.289157609296038, 48.820996987460205], [2.288985347869669, 48.82104452980337], [2.288432771840484, 48.821214824149294], [2.2880646994609, 48.82133854761786], [2.287136715678095, 48.821670288585246], [2.286873984492387, 48.82175956011477], [2.286596507018281, 48.82183165474431], [2.28636294144061, 48.82187972737837], [2.286119878148439, 48.82192504433645], [2.285758204987771, 48.821978646147016], [2.285232704844617, 48.82206004868765]], [[2.285232704844617, 48.82206004868765], [2.285343040311084, 48.8219599768472], [2.28542779901676, 48.82193709923265], [2.285845262348408, 48.82188742892192], [2.286144102995032, 48.82184694212224], [2.286354391879248, 48.82180772515649], [2.286563492324763, 48.8217559096464], [2.286824664295844, 48.821681019519524], [2.287079185728702, 48.821594397016995], [2.288005684364619, 48.821271641636415], [2.288376467287398, 48.821148834478244], [2.288693851746132, 48.82104639410074], [2.288941472371515, 48.82096602290066], [2.289243824809695, 48.82086708900372], [2.28944766684711, 48.82080084630761], [2.289774887297835, 48.82067597662454], [2.290330556148324, 48.8204778135861], [2.290539916061553, 48.8204062051835], [2.290526982100156, 48.820355763133115], [2.2905385139186, 48.820309063142275], [2.290566241488927, 48.82027325249891]], [[2.285232704844617, 48.82206004868765], [2.285063536351922, 48.82217955538151], [2.284535906964428, 48.82261440001944], [2.281942106165333, 48.824724098259985], [2.281788062791617, 48.82483199872171], [2.281501012745708, 48.82510278767233], [2.281072667079, 48.82544557695], [2.28082475007188, 48.82564374873305], [2.280518870011885, 48.82589643423512], [2.279748738724187, 48.82652586345133], [2.279387929611993, 48.8268096932366], [2.279185768457591, 48.82694877913299]]], ""type"": ""MultiLineString""}";110_2014
D68A;1550;4495;4524;9019;5000;5035;10035;525;8:00;480;18:00;529;8:00;483;17:00;Departement 94;Meudon;Meudon;Departement 94;CHATILLON;9019 (11);TOURNANT;TRIENNALE;2011;NOVEMBRE;TUBES;361.4206;48.7953514063,2.29004043706;"{""coordinates"": [[2.287932863280278, 48.794489875628244], [2.289065894750228, 48.794958916440656], [2.289343204909037, 48.795088281259964], [2.289412100225997, 48.7951273656674], [2.289808738270327, 48.7953914506564], [2.289920863209062, 48.795455075240305], [2.290119973385974, 48.79552911015012], [2.29101432580701, 48.795733187462446], [2.291487969254144, 48.79584122703394], [2.291809497203875, 48.795923179742985], [2.292224055783913, 48.79597150527461]], ""type"": ""LineString""}";1550_2011
D69;1570;7526;8373;15899;8520;9260;17780;571;09:00;522;17:00;566;08:00;632;18:00;Paris;Province;Province;Paris;ISSY LES MOULINEAUX;15899 (12);TOURNANT;TRIENNALE;2012;SEPTEMBRE;TUBES;750.3357;48.8312243592,2.26724348041;"{""coordinates"": [[2.267536040614791, 48.82785472416462], [2.267527789536476, 48.827957203038764], [2.267448888351623, 48.82891905886026], [2.267445582795419, 48.828960410287756], [2.267438984810211, 48.829042213882246], [2.26740526254203, 48.8294062564153], [2.267380444624103, 48.82971819015959], [2.267332655079599, 48.83021075807662], [2.267254078263437, 48.8310520973507], [2.267211911936629, 48.831532107487085], [2.267208594226134, 48.83157435816238], [2.267203634655163, 48.83163638481899], [2.267160683376412, 48.83217215186588], [2.267074803017531, 48.83324188637975], [2.267018542479704, 48.83375508668355], [2.26701333029085, 48.83383509946256], [2.267011639750502, 48.83385847339703], [2.267008510847162, 48.83388723421934], [2.267001745962197, 48.83398072813989], [2.266998567158571, 48.834013086014494], [2.266975411432475, 48.83430344319783], [2.266958583048444, 48.834337516341954], [2.266928341505912, 48.83455048306657], [2.266926996705654, 48.834589052697616]], ""type"": ""LineString""}";1570_2012
D69;1580;6463;7508;13971;7013;8011;15024;344;09:00;488;17:00;629;08:00;423;17:00;Paris;Province;Province;Paris;ISSY LES MOULINEAUX;13971 (12);TOURNANT;TRIENNALE;2012;SEPTEMBRE;TUBES;275.6701;48.8264806923,2.26765351923;"{""coordinates"": [[2.267744368973682, 48.82524239080454], [2.267713547431465, 48.82578812843633], [2.267698787780607, 48.82596611614374], [2.267553398075719, 48.827685746494566], [2.267550220014209, 48.82771810530861]], ""type"": ""LineString""}";1580_2012
D910;26;5167;5104;10271;5492;5468;10960;309;09:00;423;19:00;363;09:00;425;19:00;Chaville;Versailles;Chaville;Sèvres;CHAVILLE;10271 (14);SITER;ANNUELLE;2014;365J;BOUCLES;2289.0777;48.8092421445,2.18801375395;"{""coordinates"": [[[2.183002177847237, 48.805244780789614], [2.182725127744267, 48.805198816199294], [2.18042334470863, 48.80480710294071]], [[2.183002177847237, 48.805244780789614], [2.183070518543908, 48.80522815905617], [2.183416603142136, 48.80526215996871], [2.183619566924216, 48.8052948689406], [2.183762057745635, 48.805325522928165], [2.183916547297208, 48.805372447649425], [2.183954246108413, 48.80539968702661], [2.18411129141941, 48.80545742190037], [2.184180164193688, 48.80549386887581], [2.184301614535545, 48.805563951673975], [2.184397069808927, 48.80564195215708], [2.184521761486747, 48.805766022661786], [2.184716994562113, 48.805994004983994], [2.184708264400148, 48.80602992177621]], [[2.183002177847237, 48.805244780789614], [2.183042500347987, 48.805278334614194], [2.183373854983495, 48.80533456374802], [2.183527236864796, 48.8053652918184], [2.183662821141219, 48.8054021941503], [2.183832189086414, 48.80545551656114], [2.183959351580657, 48.8055085507321], [2.18410822753536, 48.80556622939748], [2.184195655015579, 48.80563518129834], [2.184670198120124, 48.80602606509436], [2.184708264400148, 48.80602992177621]], [[2.184708264400148, 48.80602992177621], [2.184761809661687, 48.80608874894459], [2.185287746223413, 48.80658970794322], [2.186003140505341, 48.80725384815487], [2.186325248804746, 48.80755464400186]], [[2.186325248804746, 48.80755464400186], [2.186472112189346, 48.80765457857704], [2.186535290822554, 48.807707173986124], [2.18668847220881, 48.80783863042886], [2.187348750830256, 48.80845921541916], [2.187367546749164, 48.808476431569005], [2.187448034762919, 48.80855432808755], [2.187659362539426, 48.808712260267136], [2.18766743349921, 48.80871861099903], [2.187750855687935, 48.808783035911894], [2.187862899694075, 48.808845856209814], [2.188808860877446, 48.80931097652936], [2.189270759966106, 48.80955604966086], [2.189294752108302, 48.80958949052441]], [[2.189294752108302, 48.80958949052441], [2.189241831687117, 48.80957744000759], [2.188748098865593, 48.809365428089954], [2.188544039160911, 48.8092651079939], [2.187799427455977, 48.80889938966834], [2.187677923163011, 48.808832008368874], [2.187587776945085, 48.80876214064298], [2.187581038320012, 48.80875759803348], [2.187367030023783, 48.808596948692255], [2.187283846910667, 48.80851723524822], [2.1872650510052, 48.80850001908483], [2.186741687680535, 48.80800628257694], [2.186603468423401, 48.80787582696354], [2.186468141065129, 48.807734598484444], [2.186426648957453, 48.807688446647795], [2.186325248804746, 48.80755464400186]], [[2.189294752108302, 48.80958949052441], [2.189604332417901, 48.809734595631355], [2.190119397741354, 48.8099764283355], [2.190311333757783, 48.81006856868315], [2.191148053904499, 48.810468172305946], [2.191352136871813, 48.81056758760359], [2.191407460574226, 48.81060034009366], [2.191494752791338, 48.81067917911473], [2.191532026511248, 48.81073429472523], [2.191564022734154, 48.81077858184975], [2.19157715098903, 48.81081014979236], [2.191621912224111, 48.81090938729599], [2.191652863412635, 48.81102112311218], [2.191748939695575, 48.81132397190914], [2.191803513577306, 48.81166881282573], [2.191895123329061, 48.812172198621774], [2.191959965440211, 48.812557581642615], [2.19205431186876, 48.813148228312336], [2.192086750639094, 48.81325187843767], [2.192168932294681, 48.81339723765201], [2.192641431738076, 48.81401652043675], [2.192729508445997, 48.81413313770347], [2.192828297169647, 48.814261519921985], [2.1935648692635, 48.81533048232868], [2.193620852201704, 48.81540910804368], [2.193690189399574, 48.81550491152506], [2.193776838541769, 48.81562601558667], [2.1939411223001, 48.815834885107584], [2.194128695069514, 48.81603491692404], [2.19437093489209, 48.81622272533275], [2.194706748937838, 48.81643634640752], [2.19495475953728, 48.81660350615221]]], ""type"": ""MultiLineString""}";26_2014
