date;day;PM10;PM25;NO2;SO2;NO;NOX;O3;ATMO;temp;wind_speed;wind_dir;hum;press;weather_event
2019-01-01 01:00:00;2019-01-01 00:00:00;5.9;9.2;18.6;2.4;1.3;20.7;41.8;bon;8.2;3.7;ONO;84.0;1036.0;inconnu
2019-01-01 02:00:00;2019-01-01 00:00:00;5.4;10.3;19.7;2.3;1.4;21.9;39.8;bon;7.9;3.7;NNO;90.0;1036.2;inconnu
2019-01-01 03:00:00;2019-01-01 00:00:00;8.6;12.9;24.3;2.1;0.7;25.4;32.8;bon;7.7;3.7;O;88.0;1035.8;inconnu
2019-01-01 04:00:00;2019-01-01 00:00:00;10.2;12.5;25.4;2.6;1.0;27.0;36.6;bon;7.9;3.7;ONO;82.0;1035.4;inconnu
2019-01-01 05:00:00;2019-01-01 00:00:00;11.1;6.9;18.2;3.1;0.6;19.2;48.9;bon;8.0;3.7;O;81.0;1034.8;inconnu
2019-01-01 06:00:00;2019-01-01 00:00:00;10.7;6.1;26.3;3.2;1.6;28.8;34.8;bon;8.3;3.7;ONO;80.0;1034.9;inconnu
2019-01-01 07:00:00;2019-01-01 00:00:00;15.6;10.4;31.2;3.0;2.7;35.3;36.3;bon;8.4;3.7;ONO;79.0;1035.0;inconnu
2019-01-01 08:00:00;2019-01-01 00:00:00;18.2;11.8;25.1;3.1;2.8;29.4;39.8;bon;8.5;5.6;NO;79.0;1035.0;inconnu
2019-01-01 09:00:00;2019-01-01 00:00:00;12.0;8.6;13.6;3.2;1.8;16.3;55.5;bon;8.4;7.4;NNO;77.0;1035.0;inconnu
2019-01-01 10:00:00;2019-01-01 00:00:00;15.4;7.3;12.8;3.5;1.3;14.8;60.2;bon;8.6;5.6;NO;76.0;1034.9;inconnu
2019-01-01 11:00:00;2019-01-01 00:00:00;12.4;6.5;13.8;3.4;2.0;16.7;59.7;bon;8.6;7.4;NNO;75.0;1035.1;inconnu
2019-01-01 12:00:00;2019-01-01 00:00:00;13.1;8.4;13.3;3.4;1.5;15.6;59.9;bon;8.6;7.4;NNO;73.0;1034.7;inconnu
2019-01-01 13:00:00;2019-01-01 00:00:00;14.8;11.1;10.9;3.3;1.5;13.2;62.2;bon;8.6;7.4;NNO;74.0;1034.2;inconnu
2019-01-01 14:00:00;2019-01-01 00:00:00;19.4;10.5;20.7;3.6;3.0;25.3;51.6;bon;8.8;5.6;NNO;74.0;1034.0;inconnu
2019-01-01 15:00:00;2019-01-01 00:00:00;19.6;9.7;22.3;3.6;2.6;26.3;47.9;bon;8.8;3.7;ONO;76.0;1034.1;inconnu
2019-01-01 16:00:00;2019-01-01 00:00:00;18.6;13.6;24.2;3.4;2.5;28.1;45.6;bon;8.7;7.4;NO;78.0;1034.6;inconnu
2019-01-01 17:00:00;2019-01-01 00:00:00;22.8;13.5;27.2;3.4;3.2;32.2;39.8;bon;8.0;5.6;NO;90.0;1035.2;inconnu
2019-01-01 18:00:00;2019-01-01 00:00:00;22.7;12.6;29.6;3.1;2.7;33.7;34.4;bon;8.1;5.6;NO;89.0;1035.4;inconnu
2019-01-01 19:00:00;2019-01-01 00:00:00;20.4;14.2;29.3;3.3;3.9;35.1;32.7;moyen;8.3;7.4;NO;90.0;1035.4;inconnu
2019-01-01 20:00:00;2019-01-01 00:00:00;19.7;12.3;35.4;3.1;3.3;40.4;26.6;bon;8.5;5.6;NNO;90.0;1035.5;inconnu
2019-01-01 21:00:00;2019-01-01 00:00:00;17.3;10.1;37.2;3.1;3.7;42.9;23.9;bon;8.6;5.6;N;90.0;1035.7;inconnu
2019-01-01 22:00:00;2019-01-01 00:00:00;13.8;11.3;30.8;3.3;1.7;33.4;26.8;bon;8.6;3.7;NNO;90.0;1036.0;inconnu
2019-01-01 23:00:00;2019-01-01 00:00:00;13.9;9.9;23.7;3.3;1.6;26.2;36.9;bon;8.0;11.1;NNE;79.0;1036.6;inconnu
2019-01-02 00:00:00;2019-01-02 00:00:00;15.7;7.5;13.2;4.1;1.7;15.8;55.8;bon;7.5;9.3;NNE;72.0;1037.3;inconnu
2019-01-02 01:00:00;2019-01-02 00:00:00;16.5;7.5;11.5;1.0;0.9;12.8;59.4;bon;6.6;7.4;N;74.0;1037.7;inconnu
2019-01-02 02:00:00;2019-01-02 00:00:00;13.7;7.8;9.1;0.7;0.2;9.3;60.1;bon;6.2;7.4;N;76.0;1038.2;inconnu
2019-01-02 03:00:00;2019-01-02 00:00:00;12.7;6.9;9.6;1.0;0.2;9.9;61.0;bon;6.0;7.4;N;78.0;1038.7;inconnu
2019-01-02 04:00:00;2019-01-02 00:00:00;14.5;8.3;10.0;1.1;0.3;10.6;59.0;bon;5.8;7.4;NNE;78.0;1038.7;inconnu
2019-01-02 05:00:00;2019-01-02 00:00:00;13.1;7.0;19.7;1.0;1.0;21.2;52.8;bon;5.7;5.6;N;72.0;1038.9;inconnu
2019-01-02 06:00:00;2019-01-02 00:00:00;;;;;;;;;;;;;;
2019-01-02 07:00:00;2019-01-02 00:00:00;22.4;9.2;39.8;0.8;6.0;49.0;41.4;bon;5.8;5.6;N;70.0;1039.7;inconnu
2019-01-02 08:00:00;2019-01-02 00:00:00;23.3;12.3;42.5;0.7;5.5;50.9;40.6;moyen;5.8;5.6;N;72.0;1040.4;inconnu
2019-01-02 09:00:00;2019-01-02 00:00:00;23.9;10.3;43.7;0.7;8.1;56.2;36.9;moyen;6.1;9.3;N;69.0;1040.8;inconnu
2019-01-02 10:00:00;2019-01-02 00:00:00;29.8;11.5;42.6;0.7;11.9;60.7;41.6;moyen;6.2;5.6;N;73.0;1041.1;inconnu
2019-01-02 11:00:00;2019-01-02 00:00:00;27.5;10.0;38.7;0.5;8.7;52.0;43.0;bon;6.6;5.6;N;72.0;1041.2;inconnu
2019-01-02 12:00:00;2019-01-02 00:00:00;17.0;9.4;34.1;0.9;7.9;46.1;49.4;bon;6.9;7.4;N;68.0;1041.0;inconnu
2019-01-02 13:00:00;2019-01-02 00:00:00;19.9;11.3;28.8;0.6;4.8;36.2;54.1;bon;7.2;3.7;NE;64.0;1040.6;inconnu
2019-01-02 14:00:00;2019-01-02 00:00:00;19.1;10.8;30.0;0.4;5.9;39.0;53.3;bon;7.0;7.4;N;65.0;1040.6;inconnu
2019-01-02 15:00:00;2019-01-02 00:00:00;16.0;8.1;30.2;0.3;5.0;37.8;55.2;bon;6.9;7.4;N;60.0;1040.8;inconnu
2019-01-02 16:00:00;2019-01-02 00:00:00;11.6;7.0;34.3;0.5;4.6;41.4;52.2;bon;6.8;7.4;N;60.0;1040.7;inconnu
2019-01-02 17:00:00;2019-01-02 00:00:00;16.9;9.9;37.1;0.5;4.5;44.1;48.6;bon;6.6;7.4;N;59.0;1040.9;inconnu
2019-01-02 18:00:00;2019-01-02 00:00:00;19.5;7.3;41.2;0.2;4.7;48.4;45.0;bon;6.5;7.4;N;66.0;1041.0;inconnu
2019-01-02 19:00:00;2019-01-02 00:00:00;19.7;8.4;40.1;0.2;5.2;48.0;44.4;moyen;6.4;7.4;N;71.0;1041.2;inconnu
2019-01-02 20:00:00;2019-01-02 00:00:00;20.1;7.8;28.4;0.0;2.3;32.0;51.5;moyen;6.0;7.4;N;74.0;1041.3;inconnu
2019-01-02 21:00:00;2019-01-02 00:00:00;17.3;14.1;33.2;0.0;2.8;37.4;46.3;bon;5.5;7.4;N;77.0;1041.2;inconnu
2019-01-02 22:00:00;2019-01-02 00:00:00;18.2;12.7;35.4;0.0;2.5;39.3;42.8;bon;5.4;5.6;N;80.0;1041.1;inconnu
2019-01-02 23:00:00;2019-01-02 00:00:00;19.4;12.5;35.8;0.2;2.6;39.9;39.9;bon;5.2;5.6;NNE;80.0;1040.9;inconnu
2019-01-03 00:00:00;2019-01-03 00:00:00;14.0;9.6;32.4;0.2;2.1;35.7;42.6;bon;4.9;5.6;NNE;81.0;1041.0;inconnu
2019-01-03 01:00:00;2019-01-03 00:00:00;20.4;9.2;33.2;4.9;1.2;35.1;37.6;moyen;5.0;3.7;NNE;80.0;1041.1;inconnu
2019-01-03 02:00:00;2019-01-03 00:00:00;19.5;8.5;23.9;4.9;0.6;24.8;46.8;bon;5.0;5.6;NNE;80.0;1041.6;inconnu
2019-01-03 03:00:00;2019-01-03 00:00:00;16.2;8.8;18.9;4.5;0.5;19.8;47.3;bon;4.7;5.6;NE;80.0;1041.3;inconnu
2019-01-03 04:00:00;2019-01-03 00:00:00;18.5;9.5;24.9;4.5;1.5;27.2;40.0;bon;4.3;3.7;NNE;79.0;1040.8;inconnu
2019-01-03 05:00:00;2019-01-03 00:00:00;17.1;13.5;40.4;5.0;3.7;46.1;26.6;moyen;4.9;3.7;NE;79.0;1040.7;inconnu
2019-01-03 06:00:00;2019-01-03 00:00:00;18.8;11.2;48.7;4.8;4.7;55.8;23.4;bon;4.9;5.6;NE;80.0;1040.8;inconnu
2019-01-03 07:00:00;2019-01-03 00:00:00;22.4;10.5;60.0;4.7;7.4;71.4;12.4;moyen;5.0;3.7;NE;78.0;1040.9;inconnu
2019-01-03 08:00:00;2019-01-03 00:00:00;22.1;10.4;71.7;4.7;16.5;97.0;4.4;moyen;5.0;3.7;ENE;76.0;1041.3;inconnu
2019-01-03 09:00:00;2019-01-03 00:00:00;26.5;9.7;71.3;4.7;24.9;109.5;5.5;bon;5.1;5.6;NNE;79.0;1041.8;inconnu
2019-01-03 10:00:00;2019-01-03 00:00:00;23.9;14.0;64.4;4.9;20.8;96.1;12.8;moyen;5.7;5.6;NE;76.0;1041.7;inconnu
2019-01-03 11:00:00;2019-01-03 00:00:00;28.2;12.2;56.4;5.2;15.5;80.2;21.6;moyen;6.1;7.4;NNE;76.0;1041.3;inconnu
2019-01-03 12:00:00;2019-01-03 00:00:00;24.0;14.4;52.4;5.0;14.1;74.2;26.8;moyen;6.3;5.6;ENE;75.0;1040.7;inconnu
2019-01-03 13:00:00;2019-01-03 00:00:00;25.6;13.5;52.0;5.1;13.1;72.2;28.0;moyen;6.4;5.6;ENE;73.0;1040.5;inconnu
2019-01-03 14:00:00;2019-01-03 00:00:00;18.4;10.7;43.9;5.0;7.4;55.2;34.3;bon;6.5;5.6;NNE;73.0;1040.2;inconnu
2019-01-03 15:00:00;2019-01-03 00:00:00;14.9;13.9;43.4;5.0;6.9;54.0;39.8;bon;6.4;5.6;NNE;65.0;1040.7;inconnu
2019-01-03 16:00:00;2019-01-03 00:00:00;14.5;11.9;43.9;4.7;6.1;53.2;37.2;bon;6.2;5.6;NE;71.0;1041.0;inconnu
2019-01-03 17:00:00;2019-01-03 00:00:00;17.2;13.3;55.0;4.8;8.1;67.3;27.3;bon;6.0;5.6;NE;71.0;1041.1;inconnu
2019-01-03 18:00:00;2019-01-03 00:00:00;14.5;10.8;54.6;4.7;7.8;66.6;27.4;bon;5.9;7.4;N;74.0;1041.2;inconnu
2019-01-03 19:00:00;2019-01-03 00:00:00;17.7;12.3;43.8;4.3;4.7;51.0;35.3;bon;5.8;5.6;NE;77.0;1041.2;inconnu
2019-01-03 20:00:00;2019-01-03 00:00:00;15.0;12.0;45.2;4.4;4.5;52.1;33.6;bon;5.7;9.3;NNE;77.0;1041.2;inconnu
2019-01-03 21:00:00;2019-01-03 00:00:00;15.8;10.9;36.5;4.1;2.3;39.9;37.9;bon;5.2;5.6;NE;76.0;1040.8;inconnu
2019-01-03 22:00:00;2019-01-03 00:00:00;15.4;13.7;40.5;4.2;3.3;45.5;34.4;moyen;5.0;7.4;NE;81.0;1040.6;inconnu
2019-01-03 23:00:00;2019-01-03 00:00:00;19.1;12.2;36.9;4.1;2.8;41.2;33.1;bon;4.4;5.6;NNE;85.0;1040.8;inconnu
2019-01-04 00:00:00;2019-01-04 00:00:00;18.6;15.3;36.5;4.1;3.1;41.2;30.4;bon;3.9;5.6;NE;86.0;1041.0;inconnu
2019-01-04 01:00:00;2019-01-04 00:00:00;21.6;16.2;39.3;2.5;1.7;42.0;26.3;bon;3.8;5.6;NNE;89.0;1041.0;inconnu
2019-01-04 02:00:00;2019-01-04 00:00:00;22.5;18.8;34.4;2.9;1.3;36.4;26.7;bon;3.9;5.6;NNE;87.0;1041.2;inconnu
2019-01-04 03:00:00;2019-01-04 00:00:00;25.7;25.6;34.6;3.2;0.9;36.0;22.5;moyen;3.4;5.6;NNE;89.0;1041.0;inconnu
2019-01-04 04:00:00;2019-01-04 00:00:00;24.4;23.8;35.0;2.8;1.6;37.5;20.5;moyen;3.3;7.4;NNE;90.0;1040.6;inconnu
2019-01-04 05:00:00;2019-01-04 00:00:00;23.8;18.3;39.7;2.9;3.0;44.2;18.8;bon;3.2;5.6;NE;89.0;1040.4;inconnu
2019-01-04 06:00:00;2019-01-04 00:00:00;27.1;20.4;48.2;3.1;8.0;60.5;15.2;moyen;3.3;3.7;NNE;89.0;1040.3;inconnu
2019-01-04 07:00:00;2019-01-04 00:00:00;22.7;23.3;61.4;3.2;13.1;81.4;4.0;moyen;3.7;3.7;NNE;87.0;1040.7;inconnu
2019-01-04 08:00:00;2019-01-04 00:00:00;32.7;26.0;65.7;3.4;29.5;111.1;0.3;moyen;3.8;3.7;NE;87.0;1041.3;inconnu
2019-01-04 09:00:00;2019-01-04 00:00:00;35.3;24.8;68.2;3.4;44.9;137.0;1.4;moyen;4.2;3.7;NNE;84.0;1041.7;inconnu
2019-01-04 10:00:00;2019-01-04 00:00:00;31.5;24.8;63.3;4.1;33.5;114.7;6.3;moyen;4.9;3.7;NE;77.0;1041.5;inconnu
2019-01-04 11:00:00;2019-01-04 00:00:00;29.8;21.9;58.4;4.4;26.3;98.8;15.1;moyen;5.5;5.6;ENE;76.0;1041.1;inconnu
2019-01-04 12:00:00;2019-01-04 00:00:00;29.9;21.1;55.2;4.6;16.4;80.3;18.4;moyen;5.6;5.6;NNE;76.0;1040.6;inconnu
2019-01-04 13:00:00;2019-01-04 00:00:00;23.7;17.4;49.1;4.7;13.3;69.5;26.2;moyen;5.9;5.6;NNE;74.0;1039.9;inconnu
2019-01-04 14:00:00;2019-01-04 00:00:00;16.6;10.3;39.1;3.8;7.4;50.3;39.6;bon;5.9;5.6;N;71.0;1040.1;inconnu
2019-01-04 15:00:00;2019-01-04 00:00:00;10.4;12.9;33.7;3.5;6.4;43.6;47.8;bon;5.8;5.6;N;69.0;1040.2;inconnu
2019-01-04 16:00:00;2019-01-04 00:00:00;14.4;9.8;39.6;3.4;6.0;48.9;41.2;bon;5.7;5.6;N;68.0;1040.2;inconnu
2019-01-04 17:00:00;2019-01-04 00:00:00;14.6;8.9;42.7;3.2;5.8;51.6;37.4;bon;5.7;7.4;N;68.0;1040.1;inconnu
2019-01-04 18:00:00;2019-01-04 00:00:00;15.9;11.7;41.4;3.0;7.4;52.8;37.9;bon;5.6;5.6;N;69.0;1040.2;inconnu
2019-01-04 19:00:00;2019-01-04 00:00:00;20.3;13.3;34.5;3.4;4.0;40.7;42.8;moyen;5.5;7.4;N;66.0;1040.2;inconnu
2019-01-04 20:00:00;2019-01-04 00:00:00;13.8;10.2;30.7;2.9;2.4;34.5;45.9;bon;5.5;7.4;N;67.0;1040.2;inconnu
2019-01-04 21:00:00;2019-01-04 00:00:00;15.7;8.1;25.3;2.7;1.4;27.4;48.9;bon;5.3;7.4;N;69.0;1040.1;inconnu
2019-01-04 22:00:00;2019-01-04 00:00:00;15.1;15.2;20.1;2.8;1.0;21.6;49.1;bon;5.1;7.4;N;73.0;1039.8;inconnu
2019-01-04 23:00:00;2019-01-04 00:00:00;22.1;20.3;25.7;4.0;1.4;27.8;39.5;moyen;5.0;9.3;N;74.0;1039.5;inconnu
2019-01-05 00:00:00;2019-01-05 00:00:00;24.1;21.4;25.4;3.3;3.0;29.9;37.4;moyen;4.4;9.3;N;;1039.3;inconnu
2019-01-05 01:00:00;2019-01-05 00:00:00;18.3;14.2;21.1;3.5;2.2;24.5;42.9;bon;4.3;7.4;N;72.0;1039.6;inconnu
2019-01-05 02:00:00;2019-01-05 00:00:00;21.6;11.1;17.9;3.1;1.0;19.6;47.5;bon;4.3;7.4;N;69.0;1039.4;inconnu
2019-01-05 03:00:00;2019-01-05 00:00:00;17.0;13.8;20.8;4.6;0.7;21.9;46.9;bon;4.4;5.6;N;69.0;1039.1;inconnu
2019-01-05 04:00:00;2019-01-05 00:00:00;9.9;10.8;14.3;3.4;0.3;14.9;53.1;bon;4.5;7.4;NNO;67.0;1038.6;inconnu
2019-01-05 05:00:00;2019-01-05 00:00:00;12.3;13.3;13.9;3.1;1.5;16.3;55.2;bon;4.3;7.4;N;69.0;1038.3;inconnu
2019-01-05 06:00:00;2019-01-05 00:00:00;16.2;15.8;15.3;3.0;1.2;17.3;52.2;bon;4.3;7.4;N;70.0;1038.0;inconnu
2019-01-05 07:00:00;2019-01-05 00:00:00;15.6;12.0;19.8;3.5;1.1;21.6;48.6;bon;4.5;5.6;NNO;71.0;1038.1;inconnu
2019-01-05 08:00:00;2019-01-05 00:00:00;14.8;12.8;22.1;2.9;1.4;24.2;44.2;bon;4.6;9.3;N;73.0;1038.2;inconnu
2019-01-05 09:00:00;2019-01-05 00:00:00;17.4;17.8;33.1;3.1;3.1;37.8;33.4;bon;5.0;5.6;N;73.0;1038.4;inconnu
2019-01-05 10:00:00;2019-01-05 00:00:00;20.8;16.0;29.9;3.3;4.3;36.6;33.4;moyen;5.3;7.4;NO;73.0;1038.1;inconnu
2019-01-05 11:00:00;2019-01-05 00:00:00;24.1;14.0;39.0;3.2;8.2;51.6;26.6;bon;5.5;5.6;NNO;74.0;1038.0;inconnu
2019-01-05 12:00:00;2019-01-05 00:00:00;19.7;18.8;34.7;2.8;6.3;44.3;29.2;bon;5.7;7.4;NNO;75.0;1037.6;inconnu
2019-01-05 13:00:00;2019-01-05 00:00:00;23.3;17.2;34.8;2.7;6.6;44.9;27.9;bon;5.7;9.3;NNO;77.0;1037.5;inconnu
2019-01-05 14:00:00;2019-01-05 00:00:00;19.7;14.7;35.8;2.7;6.9;46.4;27.1;bon;5.8;7.4;N;77.0;1037.7;inconnu
2019-01-05 15:00:00;2019-01-05 00:00:00;18.0;11.1;31.5;2.9;4.9;39.1;31.9;bon;5.8;5.6;N;77.0;1037.7;inconnu
2019-01-05 16:00:00;2019-01-05 00:00:00;18.7;16.5;28.9;2.7;3.5;34.4;35.7;bon;5.7;7.4;NNO;75.0;1037.7;inconnu
2019-01-05 17:00:00;2019-01-05 00:00:00;19.5;16.8;31.1;2.9;5.3;39.2;33.1;bon;5.9;5.6;N;75.0;1037.7;inconnu
2019-01-05 18:00:00;2019-01-05 00:00:00;22.8;20.5;29.0;2.9;2.8;33.3;34.4;moyen;5.9;7.4;NNO;73.0;1037.9;inconnu
2019-01-05 19:00:00;2019-01-05 00:00:00;22.3;20.3;26.4;2.6;3.3;31.4;37.6;moyen;5.4;7.4;N;71.0;1037.9;inconnu
2019-01-05 20:00:00;2019-01-05 00:00:00;17.3;14.0;19.9;2.9;2.3;23.6;45.7;bon;5.0;5.6;N;71.0;1038.2;inconnu
2019-01-05 21:00:00;2019-01-05 00:00:00;22.3;17.2;19.8;3.0;2.0;22.9;41.5;bon;4.8;9.3;N;70.0;1038.1;inconnu
2019-01-05 22:00:00;2019-01-05 00:00:00;26.1;23.3;20.3;2.8;1.7;22.7;38.0;moyen;4.8;7.4;N;69.0;1038.0;inconnu
2019-01-05 23:00:00;2019-01-05 00:00:00;22.9;17.9;17.2;2.9;1.8;20.1;39.8;bon;4.8;5.6;N;70.0;1037.6;inconnu
2019-01-06 00:00:00;2019-01-06 00:00:00;24.8;22.6;20.3;2.7;0.8;21.6;34.7;moyen;4.8;5.6;N;;1037.5;inconnu
2019-01-06 01:00:00;2019-01-06 00:00:00;26.8;19.4;18.7;2.3;0.9;20.1;35.2;bon;4.8;7.4;N;69.0;1037.6;inconnu
2019-01-06 02:00:00;2019-01-06 00:00:00;25.9;23.2;18.2;2.1;1.6;20.6;35.6;moyen;4.9;7.4;NNO;72.0;1037.8;inconnu
2019-01-06 03:00:00;2019-01-06 00:00:00;30.4;30.3;20.3;2.2;0.4;20.8;31.3;moyen;4.6;9.3;N;;1038.0;inconnu
2019-01-06 04:00:00;2019-01-06 00:00:00;27.3;18.2;14.4;2.1;0.5;15.2;45.0;bon;4.3;7.4;N;71.0;1037.6;inconnu
2019-01-06 05:00:00;2019-01-06 00:00:00;13.8;12.5;11.5;2.5;0.8;12.7;51.6;bon;4.5;3.7;N;70.0;1036.8;inconnu
2019-01-06 06:00:00;2019-01-06 00:00:00;18.5;17.0;15.1;2.3;0.5;15.9;47.8;bon;4.8;3.7;N;70.0;1036.7;inconnu
2019-01-06 07:00:00;2019-01-06 00:00:00;19.3;19.1;25.0;2.7;1.9;27.9;39.4;bon;4.7;3.7;ONO;73.0;1037.0;inconnu
2019-01-06 08:00:00;2019-01-06 00:00:00;23.8;18.4;30.3;2.3;3.2;35.2;30.9;bon;4.9;1.9;NO;74.0;1037.5;inconnu
2019-01-06 09:00:00;2019-01-06 00:00:00;26.4;21.2;34.8;2.6;4.3;41.4;23.1;moyen;5.2;5.6;ONO;73.0;1037.6;inconnu
2019-01-06 10:00:00;2019-01-06 00:00:00;23.7;26.2;40.9;2.3;7.5;52.4;17.0;dégradé;5.5;3.7;ONO;73.0;1037.6;inconnu
2019-01-06 11:00:00;2019-01-06 00:00:00;22.7;19.9;42.7;2.6;9.9;57.9;17.4;moyen;5.9;1.9;NO;72.0;1037.4;inconnu
2019-01-06 12:00:00;2019-01-06 00:00:00;26.0;25.0;47.4;2.4;12.9;67.1;12.8;moyen;6.0;5.6;NO;71.0;1037.3;inconnu
2019-01-06 13:00:00;2019-01-06 00:00:00;26.5;17.7;43.0;2.2;8.5;56.0;21.9;moyen;6.4;3.7;ONO;71.0;1036.8;inconnu
2019-01-06 14:00:00;2019-01-06 00:00:00;25.1;19.6;43.6;2.3;7.6;55.4;25.5;moyen;6.7;3.7;ONO;71.0;1036.7;inconnu
2019-01-06 15:00:00;2019-01-06 00:00:00;21.3;17.7;42.4;2.1;6.5;52.4;26.8;moyen;6.7;1.9;ONO;71.0;1036.7;inconnu
2019-01-06 16:00:00;2019-01-06 00:00:00;27.8;19.8;39.7;2.0;4.9;47.2;26.5;bon;6.4;3.7;O;75.0;1036.7;inconnu
2019-01-06 17:00:00;2019-01-06 00:00:00;26.1;23.4;43.8;2.2;8.0;56.1;19.1;moyen;6.2;3.7;O;80.0;1036.7;pluie faible
2019-01-06 18:00:00;2019-01-06 00:00:00;25.5;21.5;46.9;2.0;6.7;57.1;16.4;moyen;6.4;3.7;ONO;78.0;1036.8;inconnu
2019-01-06 19:00:00;2019-01-06 00:00:00;34.8;25.2;48.4;2.2;9.8;63.4;12.1;moyen;6.7;1.9;NO;78.0;1037.2;inconnu
2019-01-06 20:00:00;2019-01-06 00:00:00;31.2;25.6;50.1;2.1;8.4;63.0;10.0;moyen;6.3;3.7;O;83.0;1037.0;inconnu
2019-01-06 21:00:00;2019-01-06 00:00:00;34.4;25.9;48.5;1.8;6.2;58.1;9.1;moyen;6.1;3.7;SO;87.0;1036.7;pluie faible
2019-01-06 22:00:00;2019-01-06 00:00:00;39.9;33.5;57.5;1.7;11.8;75.6;0.7;moyen;6.1;3.7;O;84.0;1036.5;inconnu
2019-01-06 23:00:00;2019-01-06 00:00:00;40.6;33.0;53.2;2.0;16.2;78.1;0.7;dégradé;6.6;5.6;N;86.0;1036.7;inconnu
2019-01-07 00:00:00;2019-01-07 00:00:00;32.9;28.1;48.2;1.5;5.3;56.3;0.8;moyen;6.7;5.6;N;87.0;1036.7;inconnu
2019-01-07 01:00:00;2019-01-07 00:00:00;33.9;23.5;41.6;1.2;3.7;47.1;11.1;moyen;6.7;5.6;N;89.0;1036.7;inconnu
2019-01-07 02:00:00;2019-01-07 00:00:00;22.0;25.1;23.0;1.8;0.6;23.8;24.5;moyen;6.7;5.6;N;89.0;1036.9;inconnu
2019-01-07 03:00:00;2019-01-07 00:00:00;27.2;20.3;21.0;1.8;0.6;21.9;25.2;moyen;6.6;5.6;N;87.0;1037.0;inconnu
2019-01-07 04:00:00;2019-01-07 00:00:00;26.3;18.7;20.5;2.0;0.5;21.3;26.5;bon;6.5;5.6;N;86.0;1036.9;inconnu
2019-01-07 05:00:00;2019-01-07 00:00:00;23.6;19.8;27.2;2.3;3.8;33.1;20.3;bon;6.6;5.6;N;86.0;1036.7;inconnu
2019-01-07 06:00:00;2019-01-07 00:00:00;;;;;;;;;;;;;;
2019-01-07 07:00:00;2019-01-07 00:00:00;28.0;20.7;59.7;2.3;19.7;89.8;0.8;moyen;7.0;1.9;N;80.0;1036.4;inconnu
2019-01-07 08:00:00;2019-01-07 00:00:00;27.3;14.8;62.6;2.4;40.5;124.7;0.0;moyen;7.0;1.9;O;84.0;1036.6;inconnu
2019-01-07 09:00:00;2019-01-07 00:00:00;38.0;20.6;66.5;2.9;80.2;189.5;0.1;moyen;7.1;3.7;ONO;82.0;1036.9;inconnu
2019-01-07 10:00:00;2019-01-07 00:00:00;33.0;17.7;62.1;3.1;46.2;133.0;2.0;moyen;7.5;3.7;NO;78.0;1037.2;inconnu
2019-01-07 11:00:00;2019-01-07 00:00:00;28.0;15.0;60.0;3.4;36.6;116.2;6.0;moyen;7.7;3.7;NO;78.0;1036.8;inconnu
2019-01-07 12:00:00;2019-01-07 00:00:00;25.1;11.6;46.5;3.0;16.5;71.7;14.9;moyen;8.1;3.7;O;78.0;1036.1;inconnu
2019-01-07 13:00:00;2019-01-07 00:00:00;18.0;16.0;40.8;3.1;12.2;59.6;22.9;moyen;8.5;3.7;O;78.0;1035.5;inconnu
2019-01-07 14:00:00;2019-01-07 00:00:00;16.6;10.8;45.6;2.9;10.9;62.4;21.4;bon;8.2;5.6;O;83.0;1035.5;pluie faible
2019-01-07 15:00:00;2019-01-07 00:00:00;14.1;12.3;42.2;2.1;8.4;55.1;27.1;bon;7.5;5.6;O;89.0;1035.1;inconnu
2019-01-07 16:00:00;2019-01-07 00:00:00;10.4;10.5;38.5;2.1;5.9;47.6;28.4;bon;7.4;5.6;O;90.0;1034.8;pluie faible
2019-01-07 17:00:00;2019-01-07 00:00:00;14.7;8.1;53.1;2.1;12.6;72.5;10.7;bon;7.3;3.7;OSO;91.0;1034.3;inconnu
2019-01-07 18:00:00;2019-01-07 00:00:00;9.9;8.7;51.8;2.2;10.4;67.7;11.0;bon;7.6;5.6;O;89.0;1034.0;inconnu
2019-01-07 19:00:00;2019-01-07 00:00:00;16.3;11.9;48.5;2.1;10.1;64.0;12.1;bon;7.5;5.6;OSO;89.0;1033.4;inconnu
2019-01-07 20:00:00;2019-01-07 00:00:00;18.7;16.1;46.0;1.9;6.4;55.8;11.0;bon;7.5;5.6;OSO;89.0;1033.1;pluie faible
2019-01-07 21:00:00;2019-01-07 00:00:00;21.4;14.0;31.3;2.0;2.4;35.1;21.0;bon;7.8;5.6;O;88.0;1032.4;inconnu
2019-01-07 22:00:00;2019-01-07 00:00:00;17.5;15.0;23.5;2.4;1.5;25.9;28.1;bon;8.0;7.4;O;90.0;1031.5;inconnu
2019-01-07 23:00:00;2019-01-07 00:00:00;10.4;12.6;18.9;2.3;1.3;20.9;32.1;bon;8.2;9.3;O;91.0;1030.5;pluie faible
2019-01-08 00:00:00;2019-01-08 00:00:00;13.1;10.0;13.2;2.5;1.0;14.7;38.4;bon;8.6;7.4;O;90.0;1029.7;inconnu
2019-01-08 01:00:00;2019-01-08 00:00:00;16.3;8.5;9.9;1.7;0.4;10.5;47.7;bon;8.9;5.6;O;88.0;1028.7;inconnu
2019-01-08 02:00:00;2019-01-08 00:00:00;14.7;10.4;5.8;1.9;0.2;6.0;58.8;bon;8.9;7.4;ONO;89.0;1028.4;inconnu
